Country Name,Country Code,Series Name,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Belarus,BLR,"Hospital beds (per 1,000 people)",9.71,9.69,..,..,..
Belarus,BLR,Human capital index (HCI) (scale 0-1),..,..,0.700078189,..,..
Belarus,BLR,"Immunization, DPT (% of children ages 12-23 months)",97,98,97,98,98
Belarus,BLR,"Immunization, HepB3 (% of one-year-old children)",98,97,97,98,98
Belarus,BLR,"Immunization, measles (% of children ages 12-23 months)",98,98,97,98,98
Belarus,BLR,Individuals using the Internet (% of population),79.1299,82.7892,85.0879,86.8884,89.5073
Belarus,BLR,"Inflation, consumer prices (annual %)",4.872302206,5.59815595,5.548143575,9.460283896,15.20967527
Belarus,BLR,"Intentional homicides (per 100,000 people)",2.330960618,2.325828763,..,..,..
Belarus,BLR,"Internally displaced persons, total displaced by conflict and violence (number of people)",..,..,..,..,..
Belarus,BLR,Lending interest rate (%),8.695833333,9.023333333,9.0325,10.1175,12.71583333
Belarus,BLR,"Life expectancy at birth, total (years)",74.17560976,74.22682927,72.45721951,72.37068293,73.11146341
Belarus,BLR,"Literacy rate, adult total (% of people ages 15 and above)",..,99.87400055,..,..,..
Belarus,BLR,Logistics performance index: Overall (1=low to 5=high),2.57,..,..,..,2.7
Belarus,BLR,Losses due to theft and vandalism (% of annual sales for affected firms),2,..,..,..,..
Belarus,BLR,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Belarus,BLR,Mobile cellular subscriptions (per 100 people),119.8449004,120.1910673,121.490553,122.7801287,123.4472552
Belarus,BLR,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,1.6,..,..,..
Belarus,BLR,Multidimensional poverty headcount ratio (World Bank) (% of population),4.3,3.2,..,..,..
Belarus,BLR,Net migration,15731,15082,13589,12961,30308
Belarus,BLR,Out-of-pocket expenditure (% of current health expenditure),25.45,25.69,24.77,21.93,..
Belarus,BLR,"Persistence to last grade of primary, total (% of cohort)",98.24884796,98.25681305,98.26396179,95.62319946,..
Belarus,BLR,"Physicians (per 1,000 people)",4.386,4.434,..,..,..
Belarus,BLR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,0.353457749,0.344906747,-0.887608171,-0.754245222,-0.793873549
Belarus,BLR,Population living in slums (% of urban population),3.80434,..,2.27611,..,..
Belarus,BLR,Pregnant women receiving prenatal care (%),..,99.9,..,..,..
Belarus,BLR,Prevalence of moderate or severe food insecurity in the population (%),..,..,..,..,..
Belarus,BLR,Prevalence of severe food insecurity in the population (%),..,..,..,..,..
Belarus,BLR,Prevalence of undernourishment (% of population),2.5,2.5,2.5,2.5,..
Belarus,BLR,"Primary completion rate, total (% of relevant age group)",96.7565918,99.11107635,95.61006165,93.54051208,93.21389771
Belarus,BLR,Profit tax (% of commercial profits),11.1,11.1,..,..,..
Belarus,BLR,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,..,0,..,..
Belarus,BLR,Proportion of seats held by women in national parliaments (%),34.54545455,40,40,40,40
Belarus,BLR,"Pupil-teacher ratio, primary",19.23259,..,..,..,..
Belarus,BLR,Rail lines (total route-km),5459,5459.2,5453.5,5474,..
Belarus,BLR,Refugee population by country or territory of asylum,2225,2725,2900,2729,19715
Belarus,BLR,Regulatory Quality: Estimate,-0.815192759,-0.673096418,-0.799875796,-0.92898792,-1.33121407
Belarus,BLR,Risk of impoverishing expenditure for surgical care (% of people at risk),0.7,0.5,0.4,0.3,0.9
Belarus,BLR,Rule of Law: Estimate,-0.892303824,-0.858075738,-1.082241893,-1.121383548,-1.221556544
Belarus,BLR,"Share of youth not in education, employment or training, total (% of youth population)",6.203,6.897,6.79,5.476,5.149
Belarus,BLR,Statistical performance indicators (SPI): Overall score (scale 0-100),75.45708333,77.13458333,81.31291667,86.12708333,86.65541667
Belarus,BLR,"Suicide mortality rate (per 100,000 population)",22.8,21.2,..,..,..
Belarus,BLR,"Survival to age 65, female (% of cohort)",88.17545,88.411635,87.053777,86.649695,87.443828
Belarus,BLR,"Survival to age 65, male (% of cohort)",67.273839,65.941151,62.119369,62.091409,64.022337
Belarus,BLR,Total greenhouse gas emissions (kt of CO2 equivalent),91880.30552,90320.04535,87868.32147,..,..
Belarus,BLR,Total tax and contribution rate (% of profit),53.3,53.3,..,..,..
Belarus,BLR,"Unemployment, total (% of total labor force) (national estimate)",4.763,4.165,4.049,3.9,3.574
Belarus,BLR,Voice and Accountability: Estimate,-1.363152385,-1.407399416,-1.453498125,-1.5807724,-1.626395226
Belarus,BLR,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",..,..,..,..,..
Belarus,BLR,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",..,..,..,..,..
Belgium,BEL,Access to electricity (% of population),100,100,100,100,100
Belgium,BEL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,99.01,..
Belgium,BEL,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),..,..,..,..,..
Belgium,BEL,"Air transport, passengers carried",13639487,14279187,3520849.848,5404284.479,..
Belgium,BEL,Compensation of employees (current LCU),9726000000,9958600000,10044000000,10365700000,11338600000
Belgium,BEL,"Contraceptive prevalence, any method (% of married women ages 15-49)",66.7,..,..,..,..
Belgium,BEL,Control of Corruption: Estimate,1.429420352,1.448995948,1.445956349,1.455525041,1.495048642
Belgium,BEL,Cost of business start-up procedures (% of GNI per capita),5.4,5.3,..,..,..
Belgium,BEL,"Current education expenditure, total (% of total expenditure in public institutions)",94.55084991,94.64888763,94.85588074,..,..
Belgium,BEL,Current health expenditure (% of GDP),10.86148262,10.79477787,11.19751263,11.04290771,..
Belgium,BEL,Forest area (% of land area),22.76420079,22.76420079,22.76420079,22.76420079,..
Belgium,BEL,Fossil fuel energy consumption (% of total),..,..,..,..,..
Belgium,BEL,Gini index,27.2,27.2,26,26.6,..
Belgium,BEL,Government Effectiveness: Estimate,1.224721551,1.113467336,1.078783035,1.087033391,1.227658749
Belgium,BEL,"Hospital beds (per 1,000 people)",5.61,5.56,5.52,5.48,..
Belgium,BEL,Human capital index (HCI) (scale 0-1),0.762759745,..,0.760419667,..,..
Belgium,BEL,"Immunization, DPT (% of children ages 12-23 months)",98,97,97,98,98
Belgium,BEL,"Immunization, HepB3 (% of one-year-old children)",97,97,97,97,97
Belgium,BEL,"Immunization, measles (% of children ages 12-23 months)",96,96,96,96,96
Belgium,BEL,Individuals using the Internet (% of population),88.6473,90.2754,91.5264,92.7887,94.0078
Belgium,BEL,"Inflation, consumer prices (annual %)",2.053164999,1.43681957,0.740791812,2.440248511,9.597511729
Belgium,BEL,"Intentional homicides (per 100,000 people)",..,..,..,1.076526432,..
Belgium,BEL,"Internally displaced persons, total displaced by conflict and violence (number of people)",..,..,..,..,..
Belgium,BEL,Lending interest rate (%),..,..,..,..,..
Belgium,BEL,"Life expectancy at birth, total (years)",81.59512195,81.99512195,80.69512195,81.7902439,81.69756098
Belgium,BEL,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..
Belgium,BEL,Logistics performance index: Overall (1=low to 5=high),4.04,..,..,..,4
Belgium,BEL,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,1.1,..,..
Belgium,BEL,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Belgium,BEL,Mobile cellular subscriptions (per 100 people),99.9891253,99.99135577,99.72332827,101.1083743,101.8707731
Belgium,BEL,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,5.3,..,..,..
Belgium,BEL,Multidimensional poverty headcount ratio (World Bank) (% of population),0.7,0.8,0.7,0.7,..
Belgium,BEL,Net migration,55439,54395,53428,52356,23999
Belgium,BEL,Out-of-pocket expenditure (% of current health expenditure),18.50161743,19.81006432,17.39719009,17.86028862,..
Belgium,BEL,"Persistence to last grade of primary, total (% of cohort)",..,..,..,..,..
Belgium,BEL,"Physicians (per 1,000 people)",3.124,3.157,3.208,6.257,..
Belgium,BEL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,0.393630445,0.458316237,0.521023035,0.662566304,0.575668812
Belgium,BEL,Population living in slums (% of urban population),..,..,..,..,..
Belgium,BEL,Pregnant women receiving prenatal care (%),..,..,..,..,..
Belgium,BEL,Prevalence of moderate or severe food insecurity in the population (%),..,3.7,4.8,5.8,..
Belgium,BEL,Prevalence of severe food insecurity in the population (%),..,1.1,1.3,1.5,..
Belgium,BEL,Prevalence of undernourishment (% of population),2.5,2.5,2.5,2.5,..
Belgium,BEL,"Primary completion rate, total (% of relevant age group)",..,..,..,..,..
Belgium,BEL,Profit tax (% of commercial profits),10.9,10.3,..,..,..
Belgium,BEL,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,..,..,..,..
Belgium,BEL,Proportion of seats held by women in national parliaments (%),38,42,41.33333333,42,42.66666667
Belgium,BEL,"Pupil-teacher ratio, primary",..,..,..,..,..
Belgium,BEL,Rail lines (total route-km),3607,3615,3615,3612,..
Belgium,BEL,Refugee population by country or territory of asylum,42158,61662,64973,74063,150713
Belgium,BEL,Regulatory Quality: Estimate,1.259039402,1.276537299,1.343635798,1.331859708,1.252955198
Belgium,BEL,Risk of impoverishing expenditure for surgical care (% of people at risk),0,0,0,0,0
Belgium,BEL,Rule of Law: Estimate,1.33861649,1.33622694,1.328004122,1.292380214,1.348942399
Belgium,BEL,"Share of youth not in education, employment or training, total (% of youth population)",9.801,9.25,9.994,6.654,7.107
Belgium,BEL,Statistical performance indicators (SPI): Overall score (scale 0-100),82.1875,82.805,81.94833333,87.79791667,88.91958333
Belgium,BEL,"Suicide mortality rate (per 100,000 population)",18.7,18.3,..,..,..
Belgium,BEL,"Survival to age 65, female (% of cohort)",91.672636,92.063054,91.961813,92.423721,92.297342
Belgium,BEL,"Survival to age 65, male (% of cohort)",86.81902,87.30219,86.595984,87.271875,87.758835
Belgium,BEL,Total greenhouse gas emissions (kt of CO2 equivalent),108952.4335,108086.3373,100063.4878,..,..
Belgium,BEL,Total tax and contribution rate (% of profit),57.7,55.4,..,..,..
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",5.941,5.364,5.545,6.248,5.57
Belgium,BEL,Voice and Accountability: Estimate,1.330212235,1.308348417,1.278445244,1.271479845,1.292608738
Belgium,BEL,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",..,..,..,..,..
Belgium,BEL,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",..,..,..,..,..
Belize,BLZ,Access to electricity (% of population),91.7,92.7,96.8,97.7,98.6
Belize,BLZ,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,..,..
Belize,BLZ,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),..,..,..,..,..
Belize,BLZ,"Air transport, passengers carried",1297533.223,1278187.556,971426.138,670361.821,..
Belize,BLZ,Compensation of employees (current LCU),..,..,..,..,..
Belize,BLZ,"Contraceptive prevalence, any method (% of married women ages 15-49)",..,..,..,..,..
Belize,BLZ,Control of Corruption: Estimate,-0.169436514,-0.191070929,-0.193349361,-0.330022901,-0.237028584
Belize,BLZ,Cost of business start-up procedures (% of GNI per capita),34.7,34.3,..,..,..
Belize,BLZ,"Current education expenditure, total (% of total expenditure in public institutions)",..,..,..,..,..
Belize,BLZ,Current health expenditure (% of GDP),4.74657917,4.81374073,5.30974436,4.98043823,..
Belize,BLZ,Forest area (% of land area),56.96492766,56.47566857,55.98640947,55.49715037,..
Belize,BLZ,Fossil fuel energy consumption (% of total),..,..,..,..,..
Belize,BLZ,Gini index,..,..,..,..,..
Belize,BLZ,Government Effectiveness: Estimate,-0.627337217,-0.634144604,-0.603375793,-0.526224077,-0.356178641
Belize,BLZ,"Hospital beds (per 1,000 people)",1.03,..,..,..,..
Belize,BLZ,Human capital index (HCI) (scale 0-1),..,..,..,..,..
Belize,BLZ,"Immunization, DPT (% of children ages 12-23 months)",96,98,79,83,84
Belize,BLZ,"Immunization, HepB3 (% of one-year-old children)",96,98,79,83,84
Belize,BLZ,"Immunization, measles (% of children ages 12-23 months)",97,96,82,79,81
Belize,BLZ,Individuals using the Internet (% of population),49.8,53.3,57.0987,65.0198,70.354
Belize,BLZ,"Inflation, consumer prices (annual %)",0.269982623,0.187069385,0.121434645,3.235636592,6.276893194
Belize,BLZ,"Intentional homicides (per 100,000 people)",37.42808834,34.43889025,25.8279831,31.24757831,..
Belize,BLZ,"Internally displaced persons, total displaced by conflict and violence (number of people)",..,..,..,..,..
Belize,BLZ,Lending interest rate (%),9.115,9.066666667,8.734166667,8.438333333,8.523491516
Belize,BLZ,"Life expectancy at birth, total (years)",73.703,73.931,72.854,70.47,70.962
Belize,BLZ,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..
Belize,BLZ,Logistics performance index: Overall (1=low to 5=high),..,..,..,..,..
Belize,BLZ,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,..
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Belize,BLZ,Mobile cellular subscriptions (per 100 people),64.46818089,65.51587659,66.84898207,65.9948854,..
Belize,BLZ,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,4.3,..,..,..
Belize,BLZ,Multidimensional poverty headcount ratio (World Bank) (% of population),..,..,..,..,..
Belize,BLZ,Net migration,1185,1164,0,577,600
Belize,BLZ,Out-of-pocket expenditure (% of current health expenditure),23.39842224,23.06760979,21.30035591,22.75517654,..
Belize,BLZ,"Persistence to last grade of primary, total (% of cohort)",..,90.17874908,96.28840637,..,..
Belize,BLZ,"Physicians (per 1,000 people)",1.081,..,..,..,..
Belize,BLZ,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Estimate,-0.002222205,0.061934385,0.518612146,0.272381902,0.426349759
Belize,BLZ,Population living in slums (% of urban population),15.72933,..,15.72533,..,..
Belize,BLZ,Pregnant women receiving prenatal care (%),..,..,..,..,..
Belize,BLZ,Prevalence of moderate or severe food insecurity in the population (%),35.7,39,42.3,45.5,..
Belize,BLZ,Prevalence of severe food insecurity in the population (%),6.1,6,6,5.9,..
Belize,BLZ,Prevalence of undernourishment (% of population),5.3,4.8,4.7,4.9,..
Belize,BLZ,"Primary completion rate, total (% of relevant age group)",104.4744797,102.7652817,105.1956711,112.92659,105.7558899
Belize,BLZ,Profit tax (% of commercial profits),24.7,24.7,..,..,..
Belize,BLZ,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,..,..,..,..
Belize,BLZ,Proportion of seats held by women in national parliaments (%),9.375,9.375,9.677419355,12.5,12.5
Belize,BLZ,"Pupil-teacher ratio, primary",19.78332,..,..,..,..
Belize,BLZ,Rail lines (total route-km),..,..,..,..,..
Belize,BLZ,Refugee population by country or territory of asylum,29,29,29,86,145
Belize,BLZ,Regulatory Quality: Estimate,-0.666695118,-0.559759736,-0.550579548,-0.424278557,-0.43876633
Belize,BLZ,Risk of impoverishing expenditure for surgical care (% of people at risk),27.8,35.7,38.5,35.7,34.5
Belize,BLZ,Rule of Law: Estimate,-0.842277706,-0.855515778,-0.825402975,-0.8000862,-0.720759094
Belize,BLZ,"Share of youth not in education, employment or training, total (% of youth population)",..,24.884,..,..,..
Belize,BLZ,Statistical performance indicators (SPI): Overall score (scale 0-100),58.50291667,58.75541667,59.01708333,61.62666667,61.85666667
Belize,BLZ,"Suicide mortality rate (per 100,000 population)",6.5,7.1,..,..,..
Belize,BLZ,"Survival to age 65, female (% of cohort)",83.313043,83.648442,80.282876,76.963548,78.216826
Belize,BLZ,"Survival to age 65, male (% of cohort)",70.370146,70.837826,66.856005,62.177868,63.56649
Belize,BLZ,Total greenhouse gas emissions (kt of CO2 equivalent),1427.523569,1602.171827,1573.319685,..,..
Belize,BLZ,Total tax and contribution rate (% of profit),31.1,31.1,..,..,..
Belize,BLZ,"Unemployment, total (% of total labor force) (national estimate)",..,9.053,..,..,..
Belize,BLZ,Voice and Accountability: Estimate,0.431013256,0.504456103,0.523253381,0.542922258,0.532865047
Belize,BLZ,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",..,..,..,..,..
Belize,BLZ,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",..,..,..,..,..
Benin,BEN,Access to electricity (% of population),39,40,41,42,56.5
Benin,BEN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,48.61,..
Benin,BEN,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),22.4858242,..,..,..,..
Benin,BEN,"Air transport, passengers carried",..,..,..,..,..
Benin,BEN,Compensation of employees (current LCU),..,..,..,..,..
Benin,BEN,"Contraceptive prevalence, any method (% of married women ages 15-49)",15.5,..,..,..,..
Benin,BEN,Control of Corruption: Estimate,-0.391388416,-0.330108225,-0.040327787,-0.170943543,-0.124255605
Benin,BEN,Cost of business start-up procedures (% of GNI per capita),3.6,3.5,..,..,..
Benin,BEN,"Current education expenditure, total (% of total expenditure in public institutions)",..,..,..,..,..
Benin,BEN,Current health expenditure (% of GDP),2.88632059,2.50914454,2.46970391,2.58129549,..
Benin,BEN,Forest area (% of land area),28.69058177,28.24716211,27.80374246,27.36032281,..
Benin,BEN,Fossil fuel energy consumption (% of total),..,..,..,..,..
Benin,BEN,Gini index,37.9,..,..,34.4,..
Benin,BEN,Government Effectiveness: Estimate,-0.631400347,-0.490515828,-0.290780723,-0.237670884,-0.164296001
Benin,BEN,"Hospital beds (per 1,000 people)",0.46,0.42,0.47,0.45,..
Benin,BEN,Human capital index (HCI) (scale 0-1),0.396950334,..,0.400290728,..,..
Benin,BEN,"Immunization, DPT (% of children ages 12-23 months)",76,76,72,76,76
Benin,BEN,"Immunization, HepB3 (% of one-year-old children)",76,76,72,76,76
Benin,BEN,"Immunization, measles (% of children ages 12-23 months)",68,68,65,68,68
Benin,BEN,Individuals using the Internet (% of population),19,20.5,22.1206,30.7419,33.7602
Benin,BEN,"Inflation, consumer prices (annual %)",0.919170718,0.732849371,3.022721197,1.733539627,1.350778636
Benin,BEN,"Intentional homicides (per 100,000 people)",..,..,..,..,..
Benin,BEN,"Internally displaced persons, total displaced by conflict and violence (number of people)",3500,3500,3500,2700,1200
Benin,BEN,Lending interest rate (%),6.763333333,6.688333333,6.5375,6.25,..
Benin,BEN,"Life expectancy at birth, total (years)",60.14,60.454,60.088,59.821,59.954
Benin,BEN,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,47.09999847
Benin,BEN,Logistics performance index: Overall (1=low to 5=high),2.75,..,..,..,2.9
Benin,BEN,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,..
Benin,BEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Benin,BEN,Mobile cellular subscriptions (per 100 people),79.24062635,84.21052161,88.11818884,97.96018203,108.9652901
Benin,BEN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,60.2,..,..,..
Benin,BEN,Multidimensional poverty headcount ratio (World Bank) (% of population),53.3,..,..,45.4,..
Benin,BEN,Net migration,3368,3363,1732,1732,-200
Benin,BEN,Out-of-pocket expenditure (% of current health expenditure),45.57242584,50.89290237,51.408535,48.63362122,..
Benin,BEN,"Persistence to last grade of primary, total (% of cohort)",33.91593933,38.76638031,54.11882019,54.12781143,..
Benin,BEN,"Physicians (per 1,000 people)",0.076,0.062,..,..,..
Benin,BEN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Estimate,-0.147074759,-0.420259506,-0.443083793,-0.396347791,-0.349461377
Benin,BEN,Population living in slums (% of urban population),68.3262,..,67.93293,..,..
Benin,BEN,Pregnant women receiving prenatal care (%),83.2,..,..,..,..
Benin,BEN,Prevalence of moderate or severe food insecurity in the population (%),65.6,65.7,68,73.6,..
Benin,BEN,Prevalence of severe food insecurity in the population (%),14.2,13.8,13.8,15.3,..
Benin,BEN,Prevalence of undernourishment (% of population),10.4,10.6,10.2,9.9,..
Benin,BEN,"Primary completion rate, total (% of relevant age group)",..,61.79283142,60.2596817,70.79102325,64.57333374
Benin,BEN,Profit tax (% of commercial profits),11.9,11.9,..,..,..
Benin,BEN,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),3.32,..,..,..,..
Benin,BEN,Proportion of seats held by women in national parliaments (%),7.228915663,7.228915663,7.228915663,8.43373494,7.407407407
Benin,BEN,"Pupil-teacher ratio, primary",39.19712,..,..,..,..
Benin,BEN,Rail lines (total route-km),..,..,..,..,..
Benin,BEN,Refugee population by country or territory of asylum,1167,1238,1396,1736,1779
Benin,BEN,Regulatory Quality: Estimate,-0.39342612,-0.446330428,-0.483431756,-0.44798848,-0.348364651
Benin,BEN,Risk of impoverishing expenditure for surgical care (% of people at risk),64,63.9,..,..,..
Benin,BEN,Rule of Law: Estimate,-0.691577911,-0.677024126,-0.764496326,-0.629469573,-0.602389514
Benin,BEN,"Share of youth not in education, employment or training, total (% of youth population)",..,15.863,..,..,15.196
Benin,BEN,Statistical performance indicators (SPI): Overall score (scale 0-100),50.12958333,48.04625,56.3625,62.54125,62.56791667
Benin,BEN,"Suicide mortality rate (per 100,000 population)",7.9,7.8,..,..,..
Benin,BEN,"Survival to age 65, female (% of cohort)",60.534504,61.360071,60.365681,60.019316,60.391285
Benin,BEN,"Survival to age 65, male (% of cohort)",55.830973,55.934755,54.645469,53.346483,53.415754
Benin,BEN,Total greenhouse gas emissions (kt of CO2 equivalent),15267.36586,15622.04121,16190.53196,..,..
Benin,BEN,Total tax and contribution rate (% of profit),48.9,48.9,..,..,..
Benin,BEN,"Unemployment, total (% of total labor force) (national estimate)",..,1.214,..,..,1.685
Benin,BEN,Voice and Accountability: Estimate,0.248301506,0.061107021,-0.073199019,-0.242977664,-0.348290831
Benin,BEN,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",25.2,..,..,..,31.6
Benin,BEN,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",36.3,..,..,..,..
Bermuda,BMU,Access to electricity (% of population),100,100,100,100,100
Bermuda,BMU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),..,..,..,..,..
Bermuda,BMU,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),..,..,..,..,..
Bermuda,BMU,"Air transport, passengers carried",..,..,..,..,..
Bermuda,BMU,Compensation of employees (current LCU),..,..,..,..,..
Bermuda,BMU,"Contraceptive prevalence, any method (% of married women ages 15-49)",..,..,..,..,..
Bermuda,BMU,Control of Corruption: Estimate,1.179165602,1.176592231,1.266005278,1.279871821,1.27020359
Bermuda,BMU,Cost of business start-up procedures (% of GNI per capita),..,..,..,..,..
Bermuda,BMU,"Current education expenditure, total (% of total expenditure in public institutions)",..,..,..,..,..
Bermuda,BMU,Current health expenditure (% of GDP),..,..,..,..,..
Bermuda,BMU,Forest area (% of land area),18.51851852,18.51851852,18.51851852,18.51851852,..
Bermuda,BMU,Fossil fuel energy consumption (% of total),..,..,..,..,..
Bermuda,BMU,Gini index,..,..,..,..,..
Bermuda,BMU,Government Effectiveness: Estimate,1.327054977,1.307276726,1.470285416,1.471747875,1.219509363
Bermuda,BMU,"Hospital beds (per 1,000 people)",..,..,..,..,..
Bermuda,BMU,Human capital index (HCI) (scale 0-1),..,..,..,..,..
Bermuda,BMU,"Immunization, DPT (% of children ages 12-23 months)",..,..,..,..,..
Bermuda,BMU,"Immunization, HepB3 (% of one-year-old children)",..,..,..,..,..
Bermuda,BMU,"Immunization, measles (% of children ages 12-23 months)",..,..,..,..,..
Bermuda,BMU,Individuals using the Internet (% of population),..,..,..,..,..
Bermuda,BMU,"Inflation, consumer prices (annual %)",..,..,..,..,..
Bermuda,BMU,"Intentional homicides (per 100,000 people)",..,0,10.93229008,10.90597492,..
Bermuda,BMU,"Internally displaced persons, total displaced by conflict and violence (number of people)",..,..,..,..,..
Bermuda,BMU,Lending interest rate (%),..,..,..,..,..
Bermuda,BMU,"Life expectancy at birth, total (years)",80.825,81.033,81.136,79.28,81.571
Bermuda,BMU,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..
Bermuda,BMU,Logistics performance index: Overall (1=low to 5=high),..,..,..,..,..
Bermuda,BMU,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..,..,..
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",..,..,..,..,..
Bermuda,BMU,Mobile cellular subscriptions (per 100 people),..,104.9959255,106.2002186,105.9437563,..
Bermuda,BMU,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,..,..,..,..
Bermuda,BMU,Multidimensional poverty headcount ratio (World Bank) (% of population),..,..,..,..,..
Bermuda,BMU,Net migration,306,290,291,291,0
Bermuda,BMU,Out-of-pocket expenditure (% of current health expenditure),..,..,..,..,..
Bermuda,BMU,"Persistence to last grade of primary, total (% of cohort)",..,..,..,..,..
Bermuda,BMU,"Physicians (per 1,000 people)",..,..,..,..,..
Bermuda,BMU,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",..,..,..,..,..
Bermuda,BMU,Political Stability and Absence of Violence/Terrorism: Estimate,1.133034587,1.051399589,1.00336504,1.002396107,1.034533978
Bermuda,BMU,Population living in slums (% of urban population),..,..,..,..,..
Bermuda,BMU,Pregnant women receiving prenatal care (%),..,..,..,..,..
Bermuda,BMU,Prevalence of moderate or severe food insecurity in the population (%),..,..,..,..,..
Bermuda,BMU,Prevalence of severe food insecurity in the population (%),..,..,..,..,..
Bermuda,BMU,Prevalence of undernourishment (% of population),..,..,..,..,..
Bermuda,BMU,"Primary completion rate, total (% of relevant age group)",..,..,..,..,..
Bermuda,BMU,Profit tax (% of commercial profits),..,..,..,..,..
Bermuda,BMU,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),..,..,..,..,..
Bermuda,BMU,Proportion of seats held by women in national parliaments (%),..,..,..,..,..
Bermuda,BMU,"Pupil-teacher ratio, primary",..,..,..,..,..
Bermuda,BMU,Rail lines (total route-km),..,..,..,..,..
Bermuda,BMU,Refugee population by country or territory of asylum,..,..,..,..,..
Bermuda,BMU,Regulatory Quality: Estimate,0.813936293,0.83512485,0.93036598,0.946981251,0.972116888
Bermuda,BMU,Risk of impoverishing expenditure for surgical care (% of people at risk),..,..,..,..,..
Bermuda,BMU,Rule of Law: Estimate,0.816888571,0.784409344,0.622582138,0.635673702,0.692453921
Bermuda,BMU,"Share of youth not in education, employment or training, total (% of youth population)",..,..,..,..,..
Bermuda,BMU,Statistical performance indicators (SPI): Overall score (scale 0-100),..,..,..,..,..
Bermuda,BMU,"Suicide mortality rate (per 100,000 population)",..,..,..,..,..
Bermuda,BMU,"Survival to age 65, female (% of cohort)",92.664782,92.986129,93.131362,90.589703,92.356583
Bermuda,BMU,"Survival to age 65, male (% of cohort)",84.436174,84.826671,84.991378,80.585566,85.613712
Bermuda,BMU,Total greenhouse gas emissions (kt of CO2 equivalent),..,..,..,..,..
