Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],,,,,,,,,,,,,,,,,,
Djibouti,DJI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,12.72727273,12.72727273,12.72727273,10.76923077,26.15384615,26.15384615,26.15384615,26.15384615,26.15384615,26.15384615,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,33.23979,33.02204,31.09517,30.42105,29.37453,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Refugee population by country or territory of asylum,SM.POP.REFG,20525,19369,17683,17553,18293,19639,21193,23232,20383,23063,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Regulatory Quality: Estimate,RQ.EST,-0.575449884,-0.752352297,-0.749578178,-0.690780044,-0.74160254,-0.821162224,-0.857029617,-0.885837376,-0.899799407,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-0.875662029,-0.944647133,-1.000653863,-0.93407172,-0.950232685,-0.946248353,-1.04289186,-1.02881515,-1.102044463,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,22.818,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,25.63041667,29.54,37.10166667,36.60625,40.79041667,46.70208333,46.55041667,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.2,9,9.3,9.7,9.7,9.6,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,64.432192,64.711785,65.015972,66.477525,66.816596,66.695105,66.280366,65.199651,65.98782,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,54.986306,55.648764,55.991284,56.692481,57.028996,57.106683,55.165761,54.268641,55.250868,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1329.890501,1382.482818,1340.937804,1349.732889,1367.777974,1388.224359,1394.763044,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,37.6,37.6,37.7,37.9,37.9,37.9,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,26.064,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Voice and Accountability: Estimate,VA.EST,-1.431368828,-1.41282475,-1.370621085,-1.406437516,-1.364383101,-1.423148274,-1.406846166,-1.295277119,-1.287063956,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.7,96.7,97.8,98.9,99.6,99.9,100,100,100,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Compensation of employees (current LCU),GC.XPN.COMP.CN,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Control of Corruption: Estimate,CC.EST,0.69083339,0.606966794,0.624489009,0.637029588,0.536078513,0.521641076,0.557267368,0.547496855,0.539313197,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,15.7,15,15.7,15.5,14.7,15.2,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.26141691,5.15941811,5.12308073,5.46245432,6.18495989,5.16903925,5.99901152,6.50494003,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,0.159695938,0.213033155,0.166600421,-0.241829127,-0.269048989,-0.253151447,-0.126706585,-0.120851927,-0.097093813,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.98,3.7,3.7,3.28,3.11,3.02,3,2.98,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,0.551737249,..,0.54474932,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,98,99,91,94,99,96,92,92,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97,98,99,91,94,99,97,92,92,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,96,96,77,84,92,92,88,83,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,57.5,65,67.03,69.6197,..,73.3819,75.6567,82.3506,83.3767,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.799250373,-0.843826985,0.141816226,0.296252889,0.989191119,1.504623539,-0.727116413,1.48319445,7.780615252,3.481158004,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,12.97372101,12.85594909,22.83267927,26.98748633,18.35574853,18.2001456,20.83492489,13.80977041,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Lending interest rate (%),FR.INR.LEND,8.936633142,8.668666667,8.2775,8.075,7.812219917,7.539960667,6.899078583,6.29791625,6.53699175,5.935577,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.434,68.727,70.128,67.525,73.59,73.559,73.649,72.814,72.981,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,106.5084834,110.3533983,111.9429183,106.8562419,108.4675882,109.3856751,103.6294691,85.85731647,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Net migration,SM.POP.NETM,1445,-393,179,187,194,326,100,57,-40,-40,,,,,,,,,,,,,,,,,,
Dominica,DMA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,35.74480438,34.0546875,32.22554016,28.55779457,30.91319275,33.85964203,28.22134972,23.7681694,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,79.5032196,..,..,..,..,..,..,89.68267059,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,1.136,1.116,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.05717814,1.054432034,0.9776631,1.172775149,1.068851233,1.029823542,1.316998243,1.333959103,1.298232317,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,5,5.6,5.6,6.1,6.4,6.8,7.1,6.7,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,103.0155563,96.68508148,101.2092972,..,..,82.91000366,..,85.65966034,84.40644073,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,26.1,26.1,24.4,21.8,21.8,21.8,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,12.90322581,21.875,21.875,25,25,25,34.375,34.375,34.375,37.5,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,14.25,14.00558,13.07679,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Regulatory Quality: Estimate,RQ.EST,0.282481492,0.240542606,0.178615317,0.146652982,0.125301272,0.151736706,0.268519282,0.28997007,0.341509432,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.550097764,0.701884568,0.649003744,0.66044718,0.704500496,0.717998266,0.790470541,0.691172361,0.733293772,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,..,..,..,..,44.53958333,46.21708333,44.19208333,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,79.238614,77.068245,80.305413,74.443269,84.304673,84.183462,84.237165,83.395018,83.507191,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,68.541544,67.62227,68.875155,66.00337,73.007765,72.869384,73.011573,72.149896,72.311209,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,244.944213,247.524891,247.984768,231.784244,231.66652,241.979596,230.526372,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,37,37,35.2,32.6,32.6,32.6,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,Voice and Accountability: Estimate,VA.EST,1.067081213,0.878904223,0.899462402,0.884841681,0.797379553,0.867350519,0.873136044,0.813615263,0.794093907,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.5,98.6,98.9,100,98.9,99,100,98.1,98.1,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,54.09,..,..,56.24,..,..,..,51.3,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,12.72058464,13.41159954,12.75373863,8.527093271,10.65111635,16.08896695,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Air transport, passengers carried",IS.AIR.PSGR,16128,14463,11903,..,..,113752,31391,69447,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Compensation of employees (current LCU),GC.XPN.COMP.CN,1.62811E+11,1.82557E+11,2.04592E+11,2.27977E+11,2.57596E+11,2.79855E+11,3.07672E+11,3.41366E+11,3.83917E+11,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,69.5,..,..,..,..,62.8,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Control of Corruption: Estimate,CC.EST,-0.841781139,-0.873490095,-0.810025573,-0.787117958,-0.830727458,-0.838781178,-0.751166821,-0.590034485,-0.439608067,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,16.9,15.3,14.8,14.5,14.1,13.7,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.79757166,4.72216797,4.57663107,4.49336958,4.12601566,4.23948717,4.93998051,4.91815567,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,43.41842269,43.54481474,43.71227489,43.87973504,44.0471952,44.93930277,45.10950748,45.27971219,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,86.56359598,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Gini index,SI.POV.GINI,44.3,45.2,45.7,42.2,43.7,41.9,39.6,38.5,37,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.456321061,-0.394691527,-0.29082647,-0.383324534,-0.388692081,-0.351272494,-0.281463861,-0.001953626,-0.067733064,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.53,1.52,1.37,1.49,1.24,1.25,1.42,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,0.492,0.506880283,..,0.502766907,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,85,87,84,87,89,82,84,88,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,89,81,80,81,84,87,81,83,87,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,88,90,85,86,91,96,82,88,91,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.58,54.2158,63.8709,67.5712,74.822,79.7155,81.6173,85.243,84.3832,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.998642261,0.836746347,1.614166072,3.279556947,3.56443426,1.81060377,3.781031799,8.24300348,8.811092093,4.78561281,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,17.60338218,..,15.35013968,11.42079584,9.920551523,9.4285157,8.736630898,10.54158423,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Lending interest rate (%),FR.INR.LEND,13.9025,14.87666667,15.08416667,13.91,12.5337,12.48676667,10.97964167,9.608308333,11.85005,14.43454167,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.867,72.953,72.987,73.063,73.232,73.577,72.889,72.615,74.17,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,91.76376343,91.99121094,93.77845764,..,..,..,..,..,95.5,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.860551,..,2.62728,..,2.66,..,..,..,2.6,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,..,..,6.6,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,93,..,94,..,97,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,80.75708159,84.54150519,82.71721586,82.36053386,83.02096599,82.22940664,81.72601454,87.56486177,90.39141331,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,5.8,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,5.1,4.1,3.5,2.8,2.4,2.4,2.9,1.8,2,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Net migration,SM.POP.NETM,-30449,-30310,-30181,-30055,-29944,-29830,-14966,-14966,-29294,-29099,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,31.0536499,29.99302864,29.47797585,28.29240608,28.92064285,27.94108391,24.64875984,23.59280205,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,83.795578,79.04042053,79.28668976,91.96153259,85.18253326,56.1984787,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,1.392,1.433,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.97857173,99.97859822,99.91388391,99.91344262,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.145934492,0.227570921,0.241259411,0.15207319,0.012199945,-0.003159933,0.164941698,0.287300646,0.328113049,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,13.6122,..,11.24888,..,11.24888,..,11.24888,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,98,..,..,..,..,98,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,54.2,54,54.4,52.6,55,53.1,52.1,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,24.3,23.7,23.4,22.4,23.2,22.2,22,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,8.4,7.4,6.7,6,5.7,6.3,6.3,6.3,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.28572083,99.69489288,99.43049622,96.0952301,93.77693176,93.96617126,97.00566101,87.72651672,89.4886322,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,23.7,23.7,22.6,29.1,29.1,29.1,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..,..,0.03,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20.76502732,20.76502732,26.84210526,26.84210526,26.84210526,26.84210526,27.89473684,27.89473684,27.89473684,27.89473684,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,20.56358,18.29098,18.52102,18.91694,18.92322,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Refugee population by country or territory of asylum,SM.POP.REFG,608,615,593,594,164,164,162,162,546,778,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Regulatory Quality: Estimate,RQ.EST,0.033338461,0.014078783,-0.009296678,-0.038595371,-0.028536692,-0.018773297,0.023165073,0.077950858,0.069547787,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,12.7,12.5,12.7,9,9.7,7.6,6.3,5.2,7.5,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.38400799,-0.530484796,-0.39485696,-0.43001011,-0.365889728,-0.321246088,-0.173210472,-0.11531885,-0.092175312,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,19.649,25.232,25.374,24.336,24.5,24.727,37.702,27.333,26.61,25.678,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,60.835,63.40833333,61.12166667,64.16458333,64.2825,69.68958333,72.42125,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.1,6.4,6.4,5.7,5.2,4.9,..,..,..,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,82.10683,82.071616,81.963358,81.944443,82.083882,82.496021,82.64296,81.761093,83.406019,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,70.540047,70.808001,71.074935,71.352903,71.583689,71.756008,69.712952,69.27367,72.722113,..,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,34091.50908,36494.27567,37760.74806,37021.07534,39252.48133,39753.30481,37052.66519,..,..,..,,,,,,,,,,,,,,,,,,
